id,brand,name,price,image_link,product_link,website_link,description,rating,category,product_type,colour_name
69,maybelline,Maybelline Color Sensational Creamy Mattes Lipcolour ,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/81fd80f898674d00f1860cd0724460f4_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-sensational-creamy_100322.html,https://well.ca,"Maybelline Creamy Mattes by Color Sensational deliver a burst of bold lip color and a surge of creamy texture in great make-a-statement shades, for mattes your lips will love to wear!Features: Lips slip into this creamy matteMattifying cream pure pigments and three precious oilsMake-a-statement shades",5,lipstick,lipstick,"Craving Coral, Daringly Nude,Faint For Fuchsia, Lust for Blush, Mesmerizing Magenta, Ravishing Rose (Bright Rose Pink), Touch of Spice "
65,maybelline,Maybelline Color Sensational Lipcolour,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/b1c627d5a7e341e53754c8dee92d2878_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-sensational_14537.html,https://well.ca,"Maybelline Colour Sensational Lipcolour will make you fall in love with color, all over again! Features: 

Crisper color from pure pigments 
Creamier feel from nourishing honey nectar 
Lipcolor so rich, so stunning… it’s sensational Incredible colour range, from pinks, plums, reds and bronze

 ",4.2,lipstick,lipstick,"Are you Red-dy,Born With It, Coral Crush, Crazy for Coffee, Warm Me Up ,"
42,maybelline,Maybelline Volum'Express Falsies Big Eyes Mascara,12.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/a28e1387642c86f2d2e0cf446b2137aa_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-volumexpress-falsies-big_78175.html,https://well.ca,"2 brushes. 2x more impact!Now get bigger eyes with 360 degrees of false 
lash glam volume! Upper lashes get over-the-top glam with the upper 
brush, while the lower brush grabs every tiny lower lash for a full 
circle effect.For best results: Apply the Upper Brush against the top lid lashes and sweep from
 root to tip until a clean, voluminous look is achieved, followed by the
 lower lash line using the lower Micro Brush. Do not let dry between 
coats. Removes easily with soap and water or with Maybelline® Clean 
Express!™ Classic Eye Makeup Remover.
",4.5,,mascara,Blackest Black 
32,maybelline,Maybelline Define-A-Lash Lengthening & Defining Mascara,10.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/cf9136ade1dd304b8cb81deb4b87e333_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-define-a-lash-lengthening_3744.html,https://well.ca,"Define-A-Lash Lengthening & Defining Mascara is a zero-clump mascara that creates stunning length and clean definition. The flexible brush is shaped to the lash to elongate and define lashes, one by one. The built-in wiper contours brush to remove excess formula, ensuring clean deposit on lashes. There is no smudging, smearing or flaking, and the smooth, lightweight formula feels comfortable on lashes.Allergy tested, ophthalmologist tested and contact lens safe.

",4.4,,mascara,Very Black 
29,maybelline,Maybelline Great Lash - Clear,7.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/6cce75ce02a6694e1c89f7d5a68c8174_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-great-lash-clear_3752.html,https://well.ca,"Great Lash Clear Washable Mascara is a crystal clear formula that gives a softer, fuller look.The gentle brush separates lashes into a perfect fan. It contains panthenol to condition lashes, glycerin for a soft feel. This is great for shaping and setting brows. Contact lens safe, opthalmologist tested.
 ",3.8,,mascara,
23,maybelline,Maybelline Great Lash Big Mascara,7.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/0795abd7feaf855f88055e181652d65a_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-great-lash-big-mascara_15818.html,https://well.ca,"Live Big! Great Lash Big has a Bigger Brush for Great Big Live-It-Up Lashes!

The Great Big Brush provides a bigger, bolder lash effect
Great buildable formula still conditions as it thickens with even greater intensity
No clumps or globs
",4,,mascara,"Blackest Black, Brownish Black, Very Black "
20,maybelline,Maybelline Great Lash Mascara,7.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/6b4d354890177a73b4d6630d723c2f21_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-great-lash-mascara_3735.html,https://well.ca,"Great Lash Waterproof Mascara conditions as it thickens lashes. The lash-doubling formula glides on smoothly to build great-looking smudge-proof lashes. The lash-building brush makes it easy to get a full lash look without clumps. Hypoallergenic and contact lens safe.
Allure 2008 Reader's Choice Award Winner for drugstore mascara.
",4.2,,mascara,"Brownish Black ,Very Black "
14,maybelline,Maybelline Volum' Express Colossal Mascara,9.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/5d6e0d96f6dedbc3aadd88d9403cb26e_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-volum-express-colossal_7663.html,https://well.ca,"Why You'll Love It

Creates 9X the volume, instantly.
Patented MegaBrush + Collagen Formula plump lashes one by one 
Dramatic Volume with no clumps 
Washable 
",4.5,,mascara,"Classic Black, Glam Black "
12,maybelline,Maybelline Illegal Length Fiber Extensions Mascara,11.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/086bd6bba51f630f60511cdc24c68096_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-illegal-length-fiber_84357.html,https://well.ca,"Build 4mm of measurable extensions! Features: Fiber-fix brush has 6 different contact points with each lash for optimal fiber placementBreakthrough formula contains fibers up to 4mm in lengthSealing formula stretches lashes and seals fibers to lashesWashable, also available in waterproof formula 
For Best Results: Extend lashes upward with Fiber-Fix brush, from root to tip. 
Only a few strokes necessary. For best results, do not let dry between 
coats.  Removes easily with soap and water or Maybelline® Expert Eyes® 
100% Oil-Free Eye Makeup Remover.
",4,,mascara,Blackest Black 
11,maybelline,Maybelline Volum' Express The Rocket Mascara,10.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/0b04408a84154f14800e4c9477f8a924_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-volum-express-the-rocket_84350.html,https://well.ca,"Explosive Volume in Rocket Time! 8X Bigger, Smoother.

Now, the most explosive, beautiful lashes ever! Maybelline's patented supersonic 
brush with micro bristles loads on big, sleek volume instantly.

The fast-glide formula keeps lashes smooth. Zero clumps!",,,mascara,"Blackest Black, Very Black "
9,maybelline,Maybelline Great Lash Lots of Lashes Mascara,7.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/dfaf77464a8cb52a1a8f2a15e8abf920_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-great-lash-lots-of-lashes_50739.html,https://well.ca,"Introducing a Great Lash innovation - Great Lash Lots of Lashes!The favourite Maybelline mascara now gives the look of more lashes than ever, thanks to the exclusive Great Little Grabber Brush. In just one swipe, the Grabber Brush easily reaches all lashes - even 
in the corners - for a multiplied lash look without the clumps. The result? Great lashes with lots of impact and not a lot of work.For best results: sweep brush from root to 
tip of lashes. Continue building volume until the desired lash look is 
achieved. Do not let dry between coats. Removes easily with soap and 
water or eye makeup remover. 
                    ",4.2,,mascara,"Blackest Black ,Brownish Black "
8,maybelline,Maybelline Lash Stiletto Ultimate Length Mascara,10.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/812b5ae27df9be983052063d52d7ab7a_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-lash-stiletto-ultimate_17287.html,https://well.ca,"The only mascara that does for lashes what stilettos do for legs.

    The Grip & Extend brush grasps each lash and coats from every angle
    Elastic formula stretches lashes for provocative length
    Pro-Vitamin B-5 formula conditions and smoothes for black-patent shine
    Contact lens safe and Ophthalmologist tested
    Waterproof 

 ",4,,mascara,Very Black 
7,maybelline,Maybelline Volum'Express the Falsies Mascara,9.79,"https://d3t32hsnjxo7q6.cloudfront.net/i/af1f35f15ee64cc1003f1ccfc6451d71_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-volumexpress-the-falsies_26311.html,https://well.ca,"False lash glam in a tube, instantly!The Falsies Mascara delivers a false lash look, giving you a full set of voluminous, bold, fanned-out lashes and the appearance of no gaps from any angle.The Pro-Keratin Fiber enriched formula is designed to deliver immediate results, distributing volume and visible intensity to your lashes. The spoon-shaped brush helps fan lashes out.The Falsies Mascara is designed to give the appearance of no gaps and spaces. In a wink, lashes you didn’t even know you had look visibly thickened!",4,,mascara,Very Black 
